Ticker,TickerType,Company,Traded,Transaction,Trade_Size_USD,Status,Subholding,Description,Name,BioGuideID,Filed,Party,District,Chamber,Comments,Quiver_Upload_Time,excess_return,State,last_modified
MSFT,OP,MICROSOFT CORPORATION - COMMON STOCK,2024-05-14,Sale,"$1,000,001 - $5,000,000",NEW, MORGAN STANLEY - PORTFOLIO MANAGEMENT ACTIVE ASSETS ACCOUNT,CALL OPTIONS; STRIKE PRICE $225; EXPIRES 12/19/2025,Josh Gottheimer,G000583,2024-06-08,D, NJ05,House,,2024-06-10,-9.86883462056525,New Jersey,2024-06-10
MSFT,OP,MICROSOFT CORPORATION - COMMON STOCK,2024-05-14,Purchase,"$1,000,001 - $5,000,000",NEW, MORGAN STANLEY - PORTFOLIO MANAGEMENT ACTIVE ASSETS ACCOUNT,CALL OPTIONS; STRIKE PRICE $225; EXPIRES 06/20/2025,Josh Gottheimer,G000583,2024-06-08,D, NJ05,House,,2024-06-10,-9.86883462056525,New Jersey,2024-06-10
MSFT,OP,MICROSOFT CORPORATION - COMMON STOCK,2024-05-14,Purchase,"$1,000,001 - $5,000,000",NEW, MORGAN STANLEY - PORTFOLIO MANAGEMENT ACTIVE ASSETS ACCOUNT,CALL OPTIONS; STRIKE PRICE $220; EXPIRES 06/20/2025,Josh Gottheimer,G000583,2024-06-08,D, NJ05,House,,2024-06-10,-9.86883462056525,New Jersey,2024-06-10
CLF,Stock Option,Cleveland-Cliffs Inc,2024-05-10,Purchase,"$1,001 - $15,000",New,,Option Type: Call Strike price: $17.00  Expires: 06/21/2024,"Tuberville, Tommy",T000278,2024-06-14,R,,Senate,,2024-06-14,-61.9257141605645,Alabama,2024-06-14
CLF,Stock Option,Cleveland-Cliffs Inc,2024-05-10,Purchase,"$1,001 - $15,000",New,,Option Type: Call Strike price: $20.00  Expires: 07/19/2024,"Tuberville, Tommy",T000278,2024-06-14,R,,Senate,,2024-06-14,-61.9257141605645,Alabama,2024-06-14
GILD,Stock Option,Gilead Sciences Inc,2024-05-10,Purchase,"$1,001 - $15,000",New,,Option Type: Put Strike price: $70.00  Expires: 11/15/2024,"Tuberville, Tommy",T000278,2024-06-14,R,,Senate,,2024-06-14,64.1729991753925,Alabama,2024-06-14
ARKK,Stock Option,Ark Innovation ETF,2024-05-10,Purchase,"$1,001 - $15,000",New,,Option Type: Put Strike price: $45.00  Expires: 09/20/2024,"Tuberville, Tommy",T000278,2024-06-14,R,,Senate,,2024-06-14,41.8508484974985,Alabama,2024-06-14
CLF,Stock Option,Cleveland-Cliffs Inc,2024-05-10,Purchase,"$1,001 - $15,000",New,,Option Type: Call Strike price: $17.00  Expires: 06/21/2024,"Tuberville, Tommy",T000278,2024-06-14,R,,Senate,,2024-06-14,-61.9257141605645,Alabama,2024-06-14
GILD,Stock Option,Gilead Sciences Inc,2024-05-10,Purchase,"$1,001 - $15,000",New,,Option Type: Put Strike price: $70.00  Expires: 11/15/2024,"Tuberville, Tommy",T000278,2024-06-14,R,,Senate,,2024-06-14,64.1729991753925,Alabama,2024-06-14
CLF,Stock Option,Cleveland-Cliffs Inc,2024-05-10,Purchase,"$1,001 - $15,000",New,,Option Type: Call Strike price: $17.00  Expires: 06/21/2024,"Tuberville, Tommy",T000278,2024-06-14,R,,Senate,,2024-06-14,-61.9257141605645,Alabama,2024-06-14
CLF,Stock Option,Cleveland-Cliffs Inc,2024-05-10,Purchase,"$1,001 - $15,000",New,,Option Type: Call Strike price: $20.00  Expires: 01/17/2025,"Tuberville, Tommy",T000278,2024-06-14,R,,Senate,,2024-06-14,-61.9257141605645,Alabama,2024-06-14
GILD,Stock Option,Gilead Sciences Inc,2024-05-10,Purchase,"$1,001 - $15,000",New,,Option Type: Put Strike price: $70.00  Expires: 11/15/2024,"Tuberville, Tommy",T000278,2024-06-14,R,,Senate,,2024-06-14,64.1729991753925,Alabama,2024-06-14
CLF,Stock Option,Cleveland-Cliffs Inc,2024-05-10,Purchase,"$1,001 - $15,000",New,,Option Type: Put Strike price: $17.00  Expires: 01/17/2025,"Tuberville, Tommy",T000278,2024-06-14,R,,Senate,,2024-06-14,-61.9257141605645,Alabama,2024-06-14
CLF,Stock Option,Cleveland-Cliffs Inc,2024-05-10,Purchase,"$1,001 - $15,000",New,,Option Type: Call Strike price: $17.00  Expires: 06/21/2024,"Tuberville, Tommy",T000278,2024-06-14,R,,Senate,,2024-06-14,-61.9257141605645,Alabama,2024-06-14
KEY,Stock Option,Keycorp,2024-05-09,Purchase,"$1,001 - $15,000",New,,Option Type: Put Strike price: $15.00  Expires: 09/20/2024,"Tuberville, Tommy",T000278,2024-06-14,R,,Senate,,2024-06-14,-10.8864098505208,Alabama,2024-06-14
ADBE,Stock Option,Adobe Systems Inc,2024-05-08,Purchase,"$15,001 - $50,000",New,,Option Type: Put Strike price: $500.00  Expires: 12/20/2024,"Tuberville, Tommy",T000278,2024-06-14,R,,Senate,,2024-06-14,-62.1925067629738,Alabama,2024-06-14
GOLD,Stock Option,Barrick Gold Corp,2024-05-08,Purchase,"$1,001 - $15,000",New,,Option Type: Put Strike price: $17.00  Expires: 01/17/2025,"Tuberville, Tommy",T000278,2024-06-14,R,,Senate,,2024-06-14,3.56089573983337,Alabama,2024-06-14
XBI,Stock Option,S&P Biotech SPDR,2024-05-08,Purchase,"$1,001 - $15,000",New,,Option Type: Put Strike price: $90.00  Expires: 10/18/2024,"Tuberville, Tommy",T000278,2024-06-14,R,,Senate,,2024-06-14,1.54520949696294,Alabama,2024-06-14
XBI,Stock Option,S&P Biotech SPDR,2024-05-08,Purchase,"$1,001 - $15,000",New,,Option Type: Call Strike price: $100.00  Expires: 10/18/2024,"Tuberville, Tommy",T000278,2024-06-14,R,,Senate,,2024-06-14,1.54520949696294,Alabama,2024-06-14
GOLD,Stock Option,Barrick Gold Corp,2024-05-08,Purchase,"$1,001 - $15,000",New,,Option Type: Put Strike price: $17.00  Expires: 01/17/2025,"Tuberville, Tommy",T000278,2024-06-14,R,,Senate,,2024-06-14,3.56089573983337,Alabama,2024-06-14
CCJ,Stock Option,Cameco Corporation Common Stock,2024-05-07,Purchase,"$1,001 - $15,000",New,,Option Type: Put Strike price: $45.00  Expires: 09/20/2024,"Tuberville, Tommy",T000278,2024-06-14,R,,Senate,,2024-06-14,32.2143651214639,Alabama,2024-06-14
CVX,Stock Option,Chevron Corporation Common Stock,2024-05-07,Purchase,"$1,001 - $15,000",New,,Option Type: Put Strike price: $145.00  Expires: 09/20/2024,"Tuberville, Tommy",T000278,2024-06-14,R,,Senate,,2024-06-14,-33.7992987705506,Alabama,2024-06-14
CLF,Stock Option,Cleveland-Cliffs Inc,2024-05-07,Purchase,"$1,001 - $15,000",New,,Option Type: Call Strike price: $20.00  Expires: 11/15/2024,"Tuberville, Tommy",T000278,2024-06-14,R,,Senate,,2024-06-14,-62.7695513547289,Alabama,2024-06-14
GOLD,Stock Option,Barrick Gold Corp,2024-05-07,Purchase,"$1,001 - $15,000",New,,Option Type: Call Strike price: $20.00  Expires: 01/17/2025,"Tuberville, Tommy",T000278,2024-06-14,R,,Senate,,2024-06-14,3.42153422710373,Alabama,2024-06-14
ARKK,Stock Option,Ark Innovation ETF,2024-05-07,Purchase,"$1,001 - $15,000",New,,Option Type: Call Strike price: $51.00  Expires: 12/20/2024,"Tuberville, Tommy",T000278,2024-06-14,R,,Senate,,2024-06-14,31.3181158439805,Alabama,2024-06-14
CLF,Stock Option,Cleveland-Cliffs Inc,2024-05-07,Purchase,"$1,001 - $15,000",New,,Option Type: Call Strike price: $20.00  Expires: 06/21/2024,"Tuberville, Tommy",T000278,2024-06-14,R,,Senate,,2024-06-14,-62.7695513547289,Alabama,2024-06-14
FITB,Stock Option,Fifth Third Bancorp - Common Stock,2024-05-07,Purchase,"$1,001 - $15,000",New,,Option Type: Call Strike price: $30.00  Expires: 05/17/2024,"Tuberville, Tommy",T000278,2024-06-14,R,,Senate,,2024-06-14,-17.6552089879666,Alabama,2024-06-14
PYPL,Stock Option,"PayPal Holdings, Inc. - Common Stock",2024-04-30,Purchase,"$1,001 - $15,000",New,,Option Type: Put Strike price: $75.00  Expires: 06/21/2024,"Tuberville, Tommy",T000278,2024-05-15,R,,Senate,,2024-05-15,-44.4727129765365,Alabama,2024-05-15
LSCC,Stock Option,Lattice Semiconductor Corporation - Common Stock,2024-04-29,Purchase,"$1,001 - $15,000",New,,Option Type: Put Strike price: $70.00  Expires: 09/20/2024,"Tuberville, Tommy",T000278,2024-05-15,R,,Senate,,2024-05-15,-44.7896917140855,Alabama,2024-05-15
LSCC,Stock Option,Lattice Semiconductor Corporation - Common Stock,2024-04-29,Purchase,"$1,001 - $15,000",New,,Option Type: Put Strike price: $75.00  Expires: 01/17/2025,"Tuberville, Tommy",T000278,2024-05-15,R,,Senate,,2024-05-15,-44.7896917140855,Alabama,2024-05-15
CCL,Stock Option,Carnival Corporation Common Stock,2024-04-29,Purchase,"$1,001 - $15,000",New,,Option Type: Put Strike price: $17.50  Expires: 06/21/2024,"Tuberville, Tommy",T000278,2024-05-15,R,,Senate,,2024-05-15,39.3827394613686,Alabama,2024-05-15
CVX,Stock Option,Chevron Corporation Common Stock,2024-04-29,Purchase,"$1,001 - $15,000",New,,Option Type: Call Strike price: $160.00  Expires: 06/21/2024,"Tuberville, Tommy",T000278,2024-05-15,R,,Senate,,2024-05-15,-37.5983525626296,Alabama,2024-05-15
LSCC,Stock Option,Lattice Semiconductor Corporation - Common Stock,2024-04-29,Purchase,"$1,001 - $15,000",New,,Option Type: Put Strike price: $70.00  Expires: 09/20/2024,"Tuberville, Tommy",T000278,2024-05-15,R,,Senate,,2024-05-15,-44.7896917140855,Alabama,2024-05-15
QCOM,Stock Option,QUALCOMM Incorporated - Common Stock,2024-04-29,Purchase,"$15,001 - $50,000",New,,Option Type: Put Strike price: $155.00  Expires: 12/20/2024,"Tuberville, Tommy",T000278,2024-05-15,R,,Senate,,2024-05-15,-33.6465660531712,Alabama,2024-05-15
CLX,Stock Option,Clorox Company,2024-04-29,Purchase,"$1,001 - $15,000",New,,Option Type: Put Strike price: $135.00  Expires: 06/21/2024,"Tuberville, Tommy",T000278,2024-05-15,R,,Senate,,2024-05-15,-60.7697441887021,Alabama,2024-05-15
QCOM,Stock Option,QUALCOMM Incorporated - Common Stock,2024-04-29,Purchase,"$1,001 - $15,000",New,,Option Type: Put Strike price: $150.00  Expires: 12/20/2024,"Tuberville, Tommy",T000278,2024-05-15,R,,Senate,,2024-05-15,-33.6465660531712,Alabama,2024-05-15
SWKS,Stock Option,"Skyworks Solutions, Inc. - Common Stock",2024-04-29,Purchase,"$15,001 - $50,000",New,,Option Type: Put Strike price: $100.00  Expires: 11/15/2024,"Tuberville, Tommy",T000278,2024-05-15,R,,Senate,,2024-05-15,-71.875667651031,Alabama,2024-05-15
LSCC,Stock Option,Lattice Semiconductor Corporation - Common Stock,2024-04-29,Purchase,"$1,001 - $15,000",New,,Option Type: Put Strike price: $75.00  Expires: 01/17/2025,"Tuberville, Tommy",T000278,2024-05-15,R,,Senate,,2024-05-15,-44.7896917140855,Alabama,2024-05-15
KMB,Stock Option,Kimberly-Clark Corporation Common Stock,2024-04-18,Purchase,"$1,001 - $15,000",New,,Option Type: Put Strike price: $115.00  Expires: 06/21/2024,"Tuberville, Tommy",T000278,2024-05-15,R,,Senate,,2024-05-15,-48.1224400452007,Alabama,2024-05-15
SWKS,Stock Option,"Skyworks Solutions, Inc. - Common Stock",2024-04-05,Sale (Full),"$15,001 - $50,000",New,,Option Type: Put Strike price: $100.00  Expires: 11/15/2024,"Tuberville, Tommy",T000278,2024-05-15,R,,Senate,,2024-05-15,-68.5555562002013,Alabama,2024-05-15
AMAT,Stock Option,"Applied Materials, Inc. - Common Stock",2024-04-04,Purchase,"$15,001 - $50,000",New,,Option Type: Put Strike price: $180.00  Expires: 01/17/2025,"Tuberville, Tommy",T000278,2024-05-15,R,,Senate,,2024-05-15,-18.9707007997759,Alabama,2024-05-15
AMAT,Stock Option,"Applied Materials, Inc. - Common Stock",2024-04-04,Purchase,"$1,001 - $15,000",New,,Option Type: Put Strike price: $135.00  Expires: 09/20/2024,"Tuberville, Tommy",T000278,2024-05-15,R,,Senate,,2024-05-15,-18.9707007997759,Alabama,2024-05-15
AMAT,Stock Option,"Applied Materials, Inc. - Common Stock",2024-04-04,Purchase,"$1,001 - $15,000",New,,Option Type: Put Strike price: $175.00  Expires: 01/17/2025,"Tuberville, Tommy",T000278,2024-05-15,R,,Senate,,2024-05-15,-18.9707007997759,Alabama,2024-05-15
GILD,Stock Option,"Gilead Sciences, Inc. - Common Stock",2024-04-03,Sale (Full),"$1,001 - $15,000",New,,Option Type: Put Strike price: $70.00  Expires: 11/15/2024,"Tuberville, Tommy",T000278,2024-05-15,R,,Senate,,2024-05-15,50.6324955118861,Alabama,2024-05-15
MCHP,Stock Option,Microchip Technology Incorporated - Common Stock,2024-04-03,Purchase,"$1,001 - $15,000",New,,Option Type: Put Strike price: $80.00  Expires: 10/18/2024,"Tuberville, Tommy",T000278,2024-05-15,R,,Senate,,2024-05-15,-70.0668573911676,Alabama,2024-05-15
CCJ,Stock Option,Cameco Corporation Common Stock,2024-04-03,Sale (Full),"$1,001 - $15,000",New,,Option Type: Put Strike price: $45.00  Expires: 09/20/2024,"Tuberville, Tommy",T000278,2024-05-15,R,,Senate,,2024-05-15,38.7374543140099,Alabama,2024-05-15
